verse_no,en,hmr
1,"And thou, son of man, prophesy against Gog, and say, Thus saith the Lord Jehovah: Behold, I am against thee, O Gog, prince of Rosh, Meshech, and Tubal:","“Chun, nang, mihriem naupa, Gog chunga chun thu hril rawh, hieng hin ti la, Lalpa PATHIEN chun hieng hin a tih: Aw Gog, Ros le, Mesek le, Tubal hotutak nang ka dodâl che a nih;"
2,"and I will turn thee about, and will lead thee on, and will cause thee to come up from the uttermost parts of the north; and I will bring thee upon the mountains of Israel;","nang chu i hnung tieng in- nghattir ka ti cheh a, ṭhuoi ka ti cheh a, hmârtieng kilkhâwr tak hmunhaia inthawk chun hung insuoktir ka ti che a, Israel tlânghai chunga chun ṭhuoi ka ti che;"
3,"and I will smite thy bow out of thy left hand, and will cause thine arrows to fall out of thy right hand.","i vawitienga i thalngul chu lâk- pêk ka ti cheh a, i kut changtienga inthawkin i thalhai chu intlâktir ka tih."
4,"Thou shalt fall upon the mountains of Israel, thou, and all thy hordes, and the peoples that are with thee: I will give thee unto the ravenous birds of every sort, and to the beasts of the field to be devoured.","Israel tlânghai chunga chun tlûng i ta; nang le i pâwlhai po po le, hnam tamtak nanga kuoma umhai le chun, chun, fâk zo dingin vate chi tin phîngṭâmhai le rama ramsahai kuoma chun pêng ka ti che."
5,"Thou shalt fall upon the open field; for I have spoken it, saith the Lord Jehovah.","Hmun palailênga chun tlûng i tih, ka hril ta sih a; Lalpa PATHIEN chun a tih."
6,"And I will send a fire on Magog, and on them that dwell securely in the isles; and they shall know that I am Jehovah.","Magog le thlierkâra chêngtuhai chunga chun mei tir ka ta; chun, LALPA chu ka nih ti mi hre tâng an tih."
7,"And my holy name will I make known in the midst of my people Israel; neither will I suffer my holy name to be profaned any more: and the nations shall know that I am Jehovah, the Holy One in Israel.","Chun, ka hming inthieng chu ka mi Israelhai laia chun suklangsâr ka ta, ka hming inthieng sukpawrchea a um ding hrim hrim chu ngai thei naw ningah, chun, hnamhai chun LALPA, Israela Mi Inthieng chu ka nih ti mi hre tâng an tih."
8,"Behold, it cometh, and it shall be done, saith the Lord Jehovah; this is the day whereof I have spoken.","Ngai ta, a hung tlung mêk a nih, thaw a ni ngei ding a nih, Lalpa PATHIEN chun a tih; hi hi a nih ni ka ihril chu."
9,"And they that dwell in the cities of Israel shall go forth, and shall make fires of the weapons and burn them, both the shields and the bucklers, the bows and the arrows, and the handstaves, and the spears, and they shall make fires of them seven years;","Chun, chuong Israel khawpui- haia chêngtuhai chu fe suok an ta, hriemhrei meihai chu siem an ta, râwng an tih; âwmphaw le phawhai dâm, thalngul le thalhai dâm, hmawl- funghai dâm, feihai dâm, râwng an ta, chun, chuonghai chun kum sari sûng mei chu tîng an tih;"
10,"so that they shall take no wood out of the field, neither cut down any out of the forests; for they shall make fires of the weapons; and they shall plunder those that plundered them, and rob those that robbed them, saith the Lord Jehovah.","chuongchun, rama inthawkin thing la naw ni hai a, rampui hnuoia inthawkin pakhat khawm phûr bawk naw ni hai; hriemhreihaiin mei an ti ding a ni sih a; anni suksetuhai chu suksieng an ta, anni inruhmangtuhai chu inruhmang an tih, Lalpa PATHIEN chun a tih."
11,"And it shall come to pass in that day, that I will give unto Gog a place for burial in Israel, the valley of them that pass through on the east of the sea; and it shall stop them that pass through: and there shall they bury Gog and all his multitude; and they shall call it The valley of Hamon-gog.","“Chun, chu nia chun, Israela chun, tuisuoriet saktieng panga fethlengtuhai phairuom chu Gog ta ding chun inphûmna hmun dingin pêng ka ta; chutaka chun Gog le a mihai po po chu phûm an tih; chun, anni chun ‘Hamon-gog Phairuom’ ti nghe nghêng an tih."
12,"And seven months shall the house of Israel be burying them, that they may cleanse the land.","Chun, ram chu an sukthieng theina dingin Israel sûngkuohai chun anni chu thla sari sûng phûm an ta."
13,"Yea, all the people of the land shall bury them; and it shall be to them a renown in the day that I shall be glorified, saith the Lord Jehovah.","Anih, chu rama mihai po po chun phûm an ta, chawimawia ka um nia chun anni ta ding chun hriet zing tlâk nîng a tih, Lalpa PATHIEN chun a tih."
14,"And they shall set apart men of continual employment, that shall pass through the land, and, with them that pass through, those that bury them that remain upon the face of the land, to cleanse it: after the end of seven months shall they search.","Chun, ram chu sukfai dinga ram fang suok a, ruong phûm loa umhai phûm dinga sina nei ding mi ruot hran an ta, anni chun thla sari tâwpah zawng ṭan an tih."
15,"And they that pass through the land shall pass through; and when any seeth a man’s bone, then shall he set up a sign by it, till the buriers have buried it in the valley of Hamon-gog.","Chun, chuong ram fangtuhai chun fang an ta, mi tukhawma mi- hriem ru a hmu chun, a sira chun inchikna târ a ta, a phûmtuhaiin Harmon-gog phairuoma an phûm hmakhat chun."
16,And Hamonah shall also be the name of a city. Thus shall they cleanse the land.,(Chutaka chun khawpui a hming Hamona khawm a um bawk a.) Chuong ang chun ram chu suk- thieng an tih.
