verse_no,en,hmr
1,"Now in the twelfth month, which is the month Adar, on the thirteenth day of the same, when the king’s commandment and his decree drew near to be put in execution, on the day that the enemies of the Jews hoped to have rule over them (whereas it was turned to the contrary, that the Jews had rule over them that hated them),","Chun, thla sâwmpahnina, Adar thlaa ni sâwmpathum nia, lal thupêk le a thu sukthlûk chu thaw ding ni a hung hnai chun, chuong nia Juda hmêlmahaiin an chunga ro nei an beisei huna chun; a naw zâwngin a hung um ta thut a, Judahai chun anni theidatuhai chunga chun ro an nei lem tah a;"
2,"the Jews gathered themselves together in their cities throughout all the provinces of the king Ahasuerus, to lay hand on such as sought their hurt: and no man could withstand them; for the fear of them was fallen upon all the peoples.","anni suknat tumtuhai chunga kut thlâk dingin, lal Ahasuer ram- bung po poa chun Judahai chu an khawpuihaia chun an inko khâwm tâwl a; tukhawma an dang zo si nawh a, anni ṭitna chu hnam po pohai chunga chun a tlung ta sih a."
3,"And all the princes of the provinces, and the satraps, and the governors, and they that did the king’s business, helped the Jews; because the fear of Mordecai was fallen upon them.","Chun, rambunghaia lalhai le, ram awptuhai le, rorêltuhai le lal sin thawtuhai chun Judahai chu an ṭhangpui a; Mordekai ṭina chu an chunga chun a um tlat ta leiin."
4,"For Mordecai was great in the king’s house, and his fame went forth throughout all the provinces; for the man Mordecai waxed greater and greater.","Mordekai chu lal ina chun ropui- tak a ni sih a, a chanchin chu ram- bung po poa chun ân thang a; chu Mordekai chu a hung inṭhang lien tiel tiel el sih a."
5,"And the Jews smote all their enemies with the stroke of the sword, and with slaughter and destruction, and did what they would unto them that hated them.","Chuongchun, Judahai chun an hmêlmahai po po chu kâwlhnâma sâtin an sât hlum tâwl a, suksietna le thatnain anni theidatuhaiin an chunga an thaw ding ang tak chun an thaw tah a."
6,And in Shushan the palace the Jews slew and destroyed five hundred men.,Lal khawpui Susaa ngei khawm Judahai chun mi za nga an sukbo- hmang a.
7,"And Parshandatha, and Dalphon, and Aspatha,","Chun, Parsandatha, Dalphon, Aspatha;"
8,"and Poratha, and Adalia, and Aridatha,","Poratha, Adalia, Aridatha;"
9,"and Parmashta, and Arisai, and Aridai, and Vaizatha,","Parmasta, Arisai, Aridai le Vaizatha hai;"
10,"the ten sons of Haman the son of Hammedatha, the Jews’ enemy, slew they; but on the spoil they laid not their hand.","Judahai hmêlma Hammedatha naupa Haman naupasal sâwmhai khawm chu an that a; amiruokchu, râllâk suma ruok chun an kut an rawl nawh a."
11,On that day the number of those that were slain in Shushan the palace was brought before the king.,Chu ni chun Susa khawpuia thata umhai nizât chu lal kuoma chun hung lâk a na.
12,"And the king said unto Esther the queen, The Jews have slain and destroyed five hundred men in Shushan the palace, and the ten sons of Haman; what then have they done in the rest of the king’s provinces! Now what is thy petition? and it shall be granted thee: or what is thy request further? and it shall be done.","Chun, lal chun lalnu Esther kuoma chun, “Judahai chun Susa khawpuia hin mi za nga le Haman naupasalhai sâwm an thatin an sukbohmang ta a nih; lal rambung danghaia chun ieng ang khieuin am an thaw ding chu. Tuhin i hnina chu ieng am a na? Phalpêk ning i tih; annawleh, ieng am a na i la hni rawp ding? Thaw ni bawk a tih,” a ta."
13,"Then said Esther, If it please the king, let it be granted to the Jews that are in Shushan to do to-morrow also according unto this day’s decree, and let Haman’s ten sons be hanged upon the gallows.","Chun, Esther chun, “Lal ṭhati zâwng a ni chun, vawisûna thupêk ang bawk hin, Susaa Juda umhai chu zinga khawm thaw dinga phal ni hai sienla, Haman naupasal sâwmhai chu khaihlumnahaia chun khai kâng ni raw hai se,” a ta."
14,And the king commanded it so to be done: and a decree was given out in Shushan; and they hanged Haman’s ten sons.,"Chun, lal chun chuong anga thaw ding chun thu a pêk a, Susaa inthawk chun thupêk chu pêk suok a ni tah a; chuongchun, Haman naupa- sal sâwmhai chu an khâi kâng tah a."
15,"And the Jews that were in Shushan gathered themselves together on the fourteenth day also of the month Adar, and slew three hundred men in Shushan; but on the spoil they laid not their hand.","Chun, Adar thla ni sâwmpali ni khawm chun Susaa Juda mi umhai chu an inkei khâwm a, Susaa chun mi za thum an that a; nisienlakhawm, râllâk suma ruok chun an kut an rawl nawh a."
