verse_no,en,hmr
1,But speak thou the things which befit the sound doctrine:,Nang ruok chun inchûktirna indiktak le inhme thu hril rawh.
2,"that aged men be temperate, grave, sober-minded, sound in faith, in love, in patience:","Putarhai chu insûm thei, inzâ- um, lungril feltak; ringna le hmangai- na le selnaa indiktak ni dingin infui rawh."
3,"that aged women likewise be reverent in demeanor, not slanderers nor enslaved to much wine, teachers of that which is good;","Pitarhai khawm chu an um dân hrima Pathien inza mihai, hêktuhai le uoin he mihai ni lo a, thil ṭha tieng inchûktirtuhai an hung ni a,"
4,"that they may train the young women to love their husbands, to love their children,","la nunghâk deuhai chu an pasalhai hmangai ding dâm, an nau- hai hmangai ding dâm,"
5,"to be sober-minded, chaste, workers at home, kind, being in subjection to their own husbands, that the word of God be not blasphemed:","lungril feltaka um ding dâm, inthiengtaka um ding dâm, mâni in sin thaw ding dâm, ngilneia um ding dâm le, mâni pasalhai thu thua um dinga an thunun theina dingin infui rawh; Pathien thu chu hrilsieta a um nawna dingin."
6,the younger men likewise exhort to be sober-minded:,Chuong ang bawkin la tlangvâl deuhai chu lungril feltak put dingin infui bawk rawh.
7,"in all things showing thyself an ensample of good works; in thy doctrine showing uncorruptness, gravity,","Iengkimah thil ṭha thaw kawnga sukhmutuah insuklang la, în chûk- tirnaa chun, I takzie dâm, în zâumzie dâm,"
8,"sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of us.","i thu hril indikzie dâm sawisêl ruol lo chu ân lang a, khing tienga ṭhanghai laia miin ei chunga thil ṭha naw hrim hril ding an hriet naw leia an inzakna dingin."
9,"Exhort servants to be in subjection to their own masters, and to be well-pleasing to them in all things; not gainsaying;","Suokhai chu an puhai kuoma in- tuklût ding le, iengkima an lâwm- zâwnga um dingin infui rawh. An sêl el ding a ni nawh a,"
10,"not purloining, but showing all good fidelity; that they may adorn the doctrine of God our Saviour in all things.","kutkem hmang lo ding le, ringumna indik le ṭha po po suklang lemna dinga, Pathien ei Sandamtu inchûktirna thu chu iengkima an chawimawi theina dingin infui rawh."
11,"For the grace of God hath appeared, bringing salvation to all men,",Mi po po sandamna dingin Pathien lunginsietna chu a hung inlang ta sih a.
12,"instructing us, to the intent that, denying ungodliness and worldly lusts, we should live soberly and righteously and godly in this present world;","Pathien ngaisak nawna le, khawvêl châknahai bânsanin, tulai khawvêla hin insûm le feltak le Pathien ngaisakin ei um ding a nih ti mîn chûktirin,"
13,looking for the blessed hope and appearing of the glory of the great God and our Saviour Jesus Christ;,beiseina lâwmum ei Pathien ropuitak Sandamtu Isu Krista ropui- na inlârna chu nghâk dingin a mîn chûktir a.
14,"who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a people for his own possession, zealous of good works.","Ama chun bawsietna po poa inthawka a mîn tlan theina dingin le, chi thlang bîk, thil ṭha thawa ṭha- hnemngaia, ama ta dinga a sukthieng theina dingin ei aiin ân pêk kha."
15,These things speak and exhort and reprove with all authority. Let no man despise thee.,"Thuneitakin, chuonghai chu hril la, kâwk rawh. Tûkhawmin hmu- sit naw raw hai se che."
