verse_no,en,hmr
1,"Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God’s elect, and the knowledge of the truth which is according to godliness,","Paula Pathien suok, Pathien ithlanghai ringna kawnga le, Pathien ngaisak tieng thutak hrietna kawnga Isu Krista tirko bawk chun:"
2,"in hope of eternal life, which God, who cannot lie, promised before times eternal;",Chatuona hringna beiseina chu Pathien khêl hril thei naw chun leilung insieng hmain a tiem a;
3,"but in his own seasons manifested his word in the message, wherewith I was intrusted according to the commandment of God our Saviour;","nisienlakhawm, ama hun taka- hai chun a thu chu thuinchaa chun a suklang tah a, chu thuincha chu Pathien ei Sandamtu thupêk ang peia inkawltir ka nih."
4,"to Titus, my true child after a common faith: Grace and peace from God the Father and Christ Jesus our Saviour.","Tita, ringna hmunkhata ka nau taktak kuomah: Pa Pathien le Krista Isu ei Sandamtu kuoma inthawka lunginsietna le inremna um raw se."
5,"For this cause left I thee in Crete, that thou shouldest set in order the things that were wanting, and appoint elders in every city, as I gave thee charge;","Hi lei hin Kret thlierkâra khan ka mâksan che a nih: thil sukfel bâkhai chu i sukfel pei theina ding le, thu ka pêk che ang khan khaw tinah upahai i ruotna dingin;"
6,"if any man is blameless, the husband of one wife, having children that believe, who are not accused of riot or unruly.","tukhawm, sawisêlbo, nuhmei pakhat nei, nauhai Pathien thu awi, inhawi chên taluona kawnga sawisêl hlaw naw, dân naw anga um naw, an ni ta phawt chun."
7,"For the bishop must be blameless, as God’s steward; not self-willed, not soon angry, no brawler, no striker, not greedy of filthy lucre;","Kohran hotu chu Pathien sum enkawltu a ni leiin sawisêlbo a ni ding a nih; mi kâwmaw, lunginrawm, uoin inrui hmang, mi vaw hmang, hlêpna inthieng nawa mi duâm a ni ding a ni nawh."
8,"but given to hospitality, a lover of good, sober-minded, just, holy, self-controlled;","Mi lâwm dân thiem, a ṭha tieng dit, lungril indiktak, mi fel, mi inthieng, insûm thei mi a ni lem ding a nih."
9,"holding to the faithful word which is according to the teaching, that he may be able both to exhort in the sound doctrine, and to convict the gainsayers.","Inchûktirna indik tak kawnga chun mi ân fui theina ding le, sêltuhai chu thiemnaw ân changtir theina dingin inchûktirna ang pei thu ringum chu pawm tlat mi a ni bawk ding a nih."
10,"For there are many unruly men, vain talkers and deceivers, specially they of the circumcision,","Dân ang nawa um, thu hril mei meihai le hlêmtuhai tamtak an um sih a, sertanhai laia mi an ni deu tak."
11,"whose mouths must be stopped; men who overthrow whole houses, teaching things which they ought not, for filthy lucre’s sake.","Chuonghai bau chu huppêk ding a nih, hlêpna inthieng naw dit leia thu inchûktir naw ding inchûk- tirin, mihai a sûng sûngin an chawk khawhlo hlak sih a."
12,"One of themselves, a prophet of their own, said, Cretans are always liars, evil beasts, idle gluttons.","Anni laia mi an zâwlnei pakhat ngeiin, “Kret thlierkâra mihai chu khêlhlip dâm, sahrâng suol dâm, thabo buhehai an ni rawp hlak,” tiin a hril kha."
13,"This testimony is true. For which cause reprove them sharply, that they may be sound in the faith,","Chu thu inhriettir chu ân dik a nih. Chuleiin, ringnaa chun an indik theina dingin natakin kâwk rawh."
14,"not giving heed to Jewish fables, and commandments of men who turn away from the truth.","Judahai tienami thu le, thutak nghatsantuhai thupêkhai chu an ngaisak nawna dingin."
15,To the pure all things are pure: but to them that are defiled and unbelieving nothing is pure; but both their mind and their conscience are defiled.,"Mi inthienghai ta ding chun ieng- kim ân thieng hlak; nisienlakhawm, mi inthieng naw le ring nawhai ta ding chun iengkhawm ân thieng hrim a um ngai nawh, an lungril le an sie le ṭha hrietna hrim khawm ân thieng ta nawh."
16,"They profess that they know God; but by their works they deny him, being abominable, and disobedient, and unto every good work reprobate.","“Pathien kan hriet,” tiin an ṭhang hlak a; nisienlakhawm, tirdak- um dâm, thu awi naw dâm, thil ṭha tinrêng thaw kawnga Pathien dit naw zâwnghai an nih, an thilthawin an inphatsan hlak sih a."
