verse_no,en,hmr
1,"For, behold, in those days, and in that time, when I shall bring back the captivity of Judah and Jerusalem,","“Ngai ta u, chuong niahai le chuong pha chun, Juda le Jerusa- lem sala an um chu ka ṭhuoikîr nâwk pha chun,"
2,"I will gather all nations, and will bring them down into the valley of Jehoshaphat; and I will execute judgment upon them there for my people and for my heritage Israel, whom they have scattered among the nations: and they have parted my land,","hnam po po kei khâwm ka ta, anni chu Jehosaphat kâwnah hung ṭhuoi thlâng ka ta, ka ram an sem dar a, hnamhai laia an sukdar, ka mihai le ka rochan Israelhai ta ding chun anni chu chutaka chun khing ka tih."
3,"and have cast lots for my people, and have given a boy for a harlot, and sold a girl for wine, that they may drink.","Ka mihai ta dingin ai an sân a, nawchizawr man dingin pasal naupang an pêk a, uoin an dâwn theina dingin, a man dingin nuhmei naupang an zawr a."
4,"Yea, and what are ye to me, O Tyre, and Sidon, and all the regions of Philistia? will ye render me a recompense? and if ye recompense me, swiftly and speedily will I return your recompense upon your own head.","Anih, aw Tura le Sidon le Philistin ram po pohai, ka ta dingin ieng am in nih a? In mi thung ding am a nih? In mi thung chun, hrâttakin, inhmawtakin in mi thungna chu in lu chung ngeiah thung vêng ka ti cheu."
5,"Forasmuch as ye have taken my silver and my gold, and have carried into your temples my goodly precious things,","Ka tangkaruo le ka rângkachak in lâk a, ka thil ṭhatak, ditumtak- hai, in biekin sûngahai in chawi lût vei a;"
6,"and have sold the children of Judah and the children of Jerusalem unto the sons of the Grecians, that ye may remove them far from their border;",Juda nauhai le Jerusalem nau- hai khawm an ramria inthawka hlataka in sawn hmang theina dingin Grik naupasalhai kuomah in zawr el sih a;
7,"behold, I will stir them up out of the place whither ye have sold them, and will return your recompense upon your own head;","ngai ta u, in zawrna hmuna inthawk khan chawkthoin insuoktir ka ta, in thungna chu in lu chung ngeiah thung vêng ka tih."
8,"and I will sell your sons and your daughters into the hand of the children of Judah, and they shall sell them to the men of Sheba, to a nation far off: for Jehovah hath spoken it.","In naupasalhai, in naunuhmei- hai chu Juda nauhai kutah zawr ka tih; anni chun hlatakah Seba mihai kuomah anni chu zawr an ta, LALPA chun a ti tah a nih,” tiin."
9,"Proclaim ye this among the nations; prepare war; stir up the mighty men; let all the men of war draw near, let them come up.","“Hi hi hnamhai lai chun hril dar unla, indona buotsai unla, mi hrât- takhai chawktho unla, indo mi po pohai hung hnai hai sienla, hung raw hai se."
10,"Beat your plowshares into swords, and your pruning-hooks into spears: let the weak say, I am strong.","In hnuoi inletna hmawrzumhai kâwlhnâmah sut unla, in thei kûng âtbawngna chemtêhai chu feiah sut ro; mi hrât naw khawm a, Ka hrât a nih, ti raw se."
