verse_no,en,hmr
1,"And a great sign was seen in heaven: a woman arrayed with the sun, and the moon under her feet, and upon her head a crown of twelve stars;","Chun, thilmak ropuitak vânah a hung inlang tah a; nuhmei nisaa inthuom, a ke hnuoia thla um, arasi sâwm le pahnia siem lallukhum khum a hung um a;"
2,"and she was with child; and she crieth out, travailing in birth, and in pain to be delivered.",ama chun nau a vawn a; nauhase nain ân rûm a.
3,"And there was seen another sign in heaven: and behold, a great red dragon, having seven heads and ten horns, and upon his heads seven diadems.","Chun, thilmak dang vânah a hung inlang nâwk a; ngai ta; drakon sen lientak lu sari le ki sâwm nei, lallukhum pasari khum a hung um a."
4,"And his tail draweth the third part of the stars of heaven, and did cast them to the earth: and the dragon standeth before the woman that is about to be delivered, that when she is delivered he may devour her child.","A mei chun vân arasi hmun thuma ṭhea hmun khat chu a kei a, hnuoiah a peithlâk tah a. Chun, a nei phaa a nau chu a lem theina dingin drakon chu nuhmei nau nei ding hmaa chun a ngîr zing a."
5,"And she was delivered of a son, a man child, who is to rule all the nations with a rod of iron: and her child was caught up unto God, and unto his throne.","Chun, naupasal, hnam po po chunga thîr hmawla rorêl ding a nei a, chun, a nau chu Pathien kuoma le a lalṭhungphaa chun zuk lâkin a um tah a."
6,"And the woman fled into the wilderness, where she hath a place prepared of God, that there they may nourish her a thousand two hundred and threescore days.","Chun, nuhmei chu thlalêra Pathien ibuotsai hmun a neinaa chun a tlân hmang a, chutaka chun ni sâng khat za hni sâwmruk an châwm theina dingin."
7,And there was war in heaven: Michael and his angels going forth to war with the dragon; and the dragon warred and his angels;,"Chun, vâna chun indona a hung um a; Mikael le a vântirkohai chun drakon chu an do a;"
8,"and they prevailed not, neither was their place found any more in heaven.","drakon le a tirkohai khawm chun an do ve a; nisienlakhawm, an hne ta nawh a, an hmun chu vânah a um ta bawk nawh."
9,"And the great dragon was cast down, the old serpent, he that is called the Devil and Satan, the deceiver of the whole world; he was cast down to the earth, and his angels were cast down with him.","Chun, drakon lientak, Rûlpui tar, Diebol le Setan an ti, khawvêl po po hlêmtu chu, an pei thlâk tah a; hnuoiah an pei a, a tirkohai khawm an pei thlâk sa veh a."
10,"And I heard a great voice in heaven, saying, Now is come the salvation, and the power, and the kingdom of our God, and the authority of his Christ: for the accuser of our brethren is cast down, who accuseth them before our God day and night.","Chun, vâna chun rawl inring- takin, “Tuhin chu ei Pathien sandam- na le thilthawtheina le ram chu a hung tlung tah a, a Krista thuneina leh; ei unauhai hêktu, ei Pathien hmaa a sûn a zâna hêk hlaktu chu, an pei thlâk ta sih a."
11,"And they overcame him because of the blood of the Lamb, and because of the word of their testimony; and they loved not their life even unto death.","Berâmte thisen lei le an in- hriettirna thu leiin, ama chu an hne a nih; thi ngam khawpin an hringna an ngainêp bawk a."
12,"Therefore rejoice, O heavens, and ye that dwell in them. Woe for the earth and for the sea: because the devil is gone down unto you, having great wrath, knowing that he hath but a short time.","Chuleiin, aw vânhai le a sûnga umhai, lâwm ro! Hnuoi le tuisuoriet, in chung a rik ie! Diebol chun hun tlâwmte chau a nei ti ân hriet leiin lunginsen bêk bêka in kuoma a hung thla ta leiin,” a ti ka hriet a."
13,"And when the dragon saw that he was cast down to the earth, he persecuted the woman that brought forth the man child.","Chun, drakon chun hnuoia pei thlâk a nih ti ân hriet phingleh nau- pasal neitu nuhmei chu a suknawm- na tah a."
14,"And there were given to the woman the two wings of the great eagle, that she might fly into the wilderness unto her place, where she is nourished for a time, and times, and half a time, from the face of the serpent.","Chuongchun, thlalêra a hmuna chun a vuong lût theina dingin nuhmei chu mupui lientak thla khing hni an pêk a, chutaka chun rûlpui hmu phâk nawah hun khat le hunhai le hun chenve sûng po châwm an tih."
15,"And the serpent cast out of his mouth after the woman water as a river, that he might cause her to be carried away by the stream.","Chun, rûlpui chun tuiin a lên hmang theina dingin nuhmei hnunga chun vadung ang elin a baua tui a pik suok a."
16,"And the earth helped the woman, and the earth opened her mouth and swallowed up the river which the dragon cast out of his mouth.","Nisienlakhawm, hnuoiin nuhmei chu a ṭhangpui a, hnuoi chun a bau a kah a, drakonin abaua inthawka a pik suok vadung chu a lem zo tah a."
17,"And the dragon waxed wroth with the woman, and went away to make war with the rest of her seed, that keep the commandments of God, and hold the testimony of Jesus:","Chuongchun, drakon chu nu- hmei chunga chun a hung lunginsen a, a thla la um Pathien thupêkhai zâwm a, Isu inhriettirna thu pawm- hai chu do dingin a fe tah a."
