verse_no,en,hmr
1,"Then Eliashib the high priest rose up with his brethren the priests, and they builded the sheep gate; they sanctified it, and set up the doors of it; even unto the tower of Hammeah they sanctified it, unto the tower of Hananel.","Chuongchun, thiempu lal Eliasib chu a unau thiempuhai le chun an tho a, Berâm kawtkhâr chu an siem a; an sukthieng a, kawtkhârhai chu an siem a; Hammea in insâng chenin an sukthieng a, Hananel in insâng chen chun."
2,And next unto him builded the men of Jericho. And next to them builded Zaccur the son of Imri.,A dawta chun Jeriko mihaiin an siem a. Anni dawta chun Imri naupa Zakkur chun a siem a.
3,"And the fish gate did the sons of Hassenaah build; they laid the beams thereof, and set up the doors thereof, the bolts thereof, and the bars thereof.","Chun, Nga kawtkhâr chu Has- sena naupahaiin an siem a; a kalhai an sieh a, a kawtkhâr kalhai an siem a, a kalnahai le a bâtnahai dâm an siem a."
4,"And next unto them repaired Meremoth the son of Uriah, the son of Hakkoz. And next unto them repaired Meshullam the son of Berechiah, the son of Meshezabel. And next unto them repaired Zadok the son of Baana.",Anni dawta chun Hakkoz nau Uria naupa Meremoth chun a siem a. Anni dawta chun Mesezabel nau Berekia naupa Mesullam chun a siem ṭha a. Anni dawta chun Baana naupa Zadokin a siem ṭha a.
5,And next unto them the Tekoites repaired; but their nobles put not their necks to the work of their lord.,"Anni dawta chun Tekoa-haiin an siem ṭha a; nisienlakhawm, an mi lienhai chun an hotu sina chun an rîng an va rawl nuom ve nawh a."
6,"And the old gate repaired Joiada the son of Paseah and Meshullam the son of Besodeiah; they laid the beams thereof, and set up the doors thereof, and the bolts thereof, and the bars thereof.","Chun, kawtkhâr hlui chu Pasea naupa Joiada le Besodeia naupa Mesullam chun an siem ṭha a, a kalhai an khang a, a kawtkhâr chu an inkal a, a kalnahai le a bâtnahai chu an rem a."
7,"And next unto them repaired Melatiah the Gibeonite, and Jadon the Meronothite, the men of Gibeon, and of Mizpah, that appertained to the throne of the governor beyond the River.","Chun, anni dawta Gibeon mi Melatia le Meronoth mi Jadon, vadung râl awptu thu hnuoia um Gibeon mihai le Mizpa mihai le chun an siem ṭha a."
8,"Next unto him repaired Uzziel the son of Harhaiah, goldsmiths. And next unto him repaired Hananiah one of the perfumers, and they fortified Jerusalem even unto the broad wall.","A dawta chun rângkachak suttu- hai laia mi Harhaia naupa Uzziel chun a siem ṭha a. Chun, a dawt nâwka chun riminhnik siemtu laia mi Hanania chun a siem ṭha a; a kul sâna lai chenin Jerusalem chu an siem ṭha a."
9,"And next unto them repaired Rephaiah the son of Hur, the ruler of half the district of Jerusalem.","Chun, anni dawta chun Jerusa- lem biel chenve hotu Hur naupa Rephaia chun a siem ṭha a."
10,"And next unto them repaired Jedaiah the son of Harumaph, over against his house. And next unto him repaired Hattush the son of Hashabneiah.",Anni dawta chun Harumaph naupa Jedaia chun a in zâwn chu a siem ṭha a. A dawta chun Hasabneia naupa Hattus chun a siem ṭha a.
11,"Malchijah the son of Harim, and Hasshub the son of Pahath-moab, repaired another portion, and the tower of the furnaces.",Harim naupa Malkija le Pahath-Moab naupa Hassub hai chun meipui sepna in insâng le hmun dang an siem ṭha a.
12,"And next unto him repaired Shallum the son of Hallohesh, the ruler of half the district of Jerusalem, he and his daughters.",A dawta chun Jerusalem biel chenve hotu Hallohes naupa Sallum chun a naunuhmeihai leh an siem ṭha a.
13,"The valley gate repaired Hanun, and the inhabitants of Zanoah; they built it, and set up the doors thereof, the bolts thereof, and the bars thereof, and a thousand cubits of the wall unto the dung gate.","Ruom kawtkhâr chu Hanun le Zanoa umhai chun an siem ṭha a; an siem a, a kawtkhârhai chu an inkal a, a kalnahai le a bâtnahai chu an rem a; chun, Hmunhnawk kawtkhâr chenin kul tawng sâng khat an siem bawk a."
14,"And the dung gate repaired Malchijah the son of Rechab, the ruler of the district of Beth-haccherem; he built it, and set up the doors thereof, the bolts thereof, and the bars thereof.","Hmunhnawk kawtkhâr ruok chu Beth-Hakerem biel hotu Rekab naupa Malkija chun a siem ṭha a; a siem a, kawtkhârhai chu a rem a, a kalnahai le a bâtnahai chu a siem ṭha a."
15,"And the fountain gate repaired Shallun the son of Col-hozeh, the ruler of the district of Mizpah; he built it, and covered it, and set up the doors thereof, the bolts thereof, and the bars thereof, and the wall of the pool of Shelah by the king’s garden, even unto the stairs that go down from the city of David.","Chun, Mizpa biel hotu Kolhoze naupa Sallum chun tuikhur kawt- khâr chu a siem ṭha a; a siem a, ân khum a, a kawtkhârhai a rem a, a kalnahai le a bâtnahai chu a rem a; chun, lal huon kâwla Sela dîl inhuon- na chu David khuoa inthawka fe thla kaiṭen chen khan a siem ṭha bawk a."
16,"After him repaired Nehemiah the son of Azbuk, the ruler of half the district of Beth-zur, unto the place over against the sepulchres of David, and unto the pool that was made, and unto the house of the mighty men.","A dawta chun Azbuk, Beth-zur biel chenve hotu naupa Nehemia chun David thlân zâwn le dîl tieng le mi huoisenhai in chenin a siem ṭha a."
17,"After him repaired the Levites, Rehum the son of Bani. Next unto him repaired Hashabiah, the ruler of half the district of Keilah, for his district.",A dawta chun Levihaiin an siem ṭha a. Bani naupa Rehum hai rawi chun. A dawta chun Keila biel chenve hotu Hasabia chun ama biel hmingin a siem ṭha a.
18,"After him repaired their brethren, Bavvai the son of Henadad, the ruler of half the district of Keilah.",A dawta chun an unauhaiin an siem ṭha a; Keila biel chenve hotu Henadad naupa Bavvai rawiin an siem ṭha a.
19,"And next to him repaired Ezer the son of Jeshua, the ruler of Mizpah, another portion, over against the ascent to the armory at the turning of the wall.","Chun, a dawta chun Mizpa hotu Jesua naupa Ezer chun hmun dang, kul kâwi ṭannaa râlthuom siena hang panna zâwn chu a siem ṭha a."
20,"After him Baruch the son of Zabbai earnestly repaired another portion, from the turning of the wall unto the door of the house of Eliashib the high priest.","A dawta chun Zabbai naupa Baruk chun ṭhahnemngaitakin hmun dang, kul kâwi ṭannaa inthawka thiempu lal Eliasib in kawtkhâr chenin a siem ṭha a."
21,"After him repaired Meremoth the son of Uriah the son of Hakkoz another portion, from the door of the house of Eliashib even to the end of the house of Eliashib.","A dawta chun Hakkoz naupa Uria naupa Meremoth chun hmun dang, Eliasib in kawtkhâra inthawk- a Eliasib in tâwp chenin a siem ṭha a."
22,"And after him repaired the priests, the men of the Plain.","Chun, a dawta chun chulai vêla thiempuhai chun an siem ṭha a."
23,After them repaired Benjamin and Hasshub over against their house. After them repaired Azariah the son of Maaseiah the son of Ananiah beside his own house.,Anni dawta chun Benjamin le Hassub chun anni in zâwn chu an siem ṭha a. Anni dawta chun Anania nau Maaseia naupa Azaria chun ama in kâwl chu a siem ṭha a.
24,"After him repaired Binnui the son of Henadad another portion, from the house of Azariah unto the turning of the wall, and unto the corner.","A dawta chun Henadad naupa Binnui chun hmun dang, Azaria ina inthawka kul kâwi ṭanna a kil chenin a siem ṭha a."
25,"Palal the son of Uzai repaired over against the turning of the wall, and the tower that standeth out from the upper house of the king, which is by the court of the guard. After him Pedaiah the son of Parosh repaired.","Uzai naupa Palal chun kul kâwi ṭanna zâwn le intângna in kâwl, lal in chunghnung lema inthawka va lawr in insâng zâwn a siem ṭha a. A dawta chun Paros naupa Pedaia chun a siem ṭha a."
26,"(Now the Nethinim dwelt in Ophel, unto the place over against the water gate toward the east, and the tower that standeth out.)","Nethinimhai Ophela umhai chun saktieng panga Tui kawtkhâr zâwn chen le, in insâng va lawr chen khan an siem ṭha a."
27,"After him the Tekoites repaired another portion, over against the great tower that standeth out, and unto the wall of Ophel.","A dawta chun Teko-haiin hmun dang, in insâng lientak va lawr zâwn le Ophel kul chenin an siem ṭha a."
28,"Above the horse gate repaired the priests, every one over against his own house.",Sakawr kawtkhâr chung tieng thiempuhaiin mâni in zâwn seng an siem ṭha a.
29,"After them repaired Zadok the son of Immer over against his own house. And after him repaired Shemaiah the son of Shecaniah, the keeper of the east gate.","Anni dawta chun Immer naupa Zadok chun ama in zâwn a siem ṭha a. Chun, a dawta chun saktieng kawt- khâr vêngtu Sekania naupa Semaia chun a siem ṭha a."
30,"After him repaired Hananiah the son of Shelemiah, and Hanun the sixth son of Zalaph, another portion. After him repaired Meshullam the son of Berechiah over against his chamber.",A dawta chun Selemia naupa Hanania le Zalaph naupa parukna Hanun chun hmun dang an siem ṭhah a. A dawta chun Berekia naupa Mesullam chun a umna zâwn a siem ṭhah a.
31,"After him repaired Malchijah one of the goldsmiths unto the house of the Nethinim, and of the merchants, over against the gate of Hammiphkad, and to the ascent of the corner.","A dawta chun rângkachak suttu laia mi Malkija chun Hamiphkad kawtkhâr zâwn Nethinimhai in le sumdâwnghai in chen le, a kil hang panna chen khan a siem ṭhah a."
