verse_no,en,hmr
1,"My little children, these things write I unto you that ye may not sin. And if any man sin, we have an Advocate with the Father, Jesus Christ the righteous:","Ka nauhai, thil in suksuol nâwna dingin hieng thu hi in kuomah ka ziek a ni hi. Tûkhawmin thil a suk- suol chun, Pa kuoma mi hrilpuitu Isu Krista mi fel chu ei nei."
2,"and he is the propitiation for our sins; and not for ours only, but also for the whole world.","Ama chu ei suolhai thupha- chawina a nih; eini suol chau ni loin, khawvêl po po suol thuphachawina khawm a nih."
3,"And hereby we know that we know him, if we keep his commandments.","Chun, a thupêkhai pawm ei ni chun, chutaka chun ama chu ei hriet ti ei inhriet."
4,"He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him;","A thupêkhai pawm si loin, “Ama ka hriet,” titu chu mi khêlhlip a nih, thutak amaah a um nawh."
5,"but whoso keepeth his word, in him verily hath the love of God been perfected. Hereby we know that we are in him:",Tûkhawm a thu pawm taphawt chu amaa chun Pathien a hmangaina a famkim takzet tah a nih. Amaah ei um ti hitaka hin ei inhriet a nih.
6,he that saith he abideth in him ought himself also to walk even as he walked.,"“Amaah ka um zing hlak,” titu chu, ama a um ang bawk khan a um ve ding a nih."
7,"Beloved, no new commandment write I unto you, but an old commandment which ye had from the beginning: the old commandment is the word which ye heard.","Dittakhai, thupêk thar chu in kuomah ka ziek nawh a; thupêk hlui a tira inthawka in nei kha, ka ziek lem a nih. Chu thupêk hlui chu in thu hriet ta hnung kha a nih."
8,"Again, a new commandment write I unto you, which thing is true in him and in you; because the darkness is passing away, and the true light already shineth.","Nisienlakhawm, thupêk thar ziek ni bawk naw ning am, (chu chu amaah le nangniah ân lang a nih), inthim chu a bo zing lei le, var taktak chu tuhin a hung var ta leiin."
9,"He that saith he is in the light and hateth his brother, is in the darkness even until now.","Mâni unau theida sih a, “Varah ka um,” titu chu, tu chen khawm hin inthimah a la um zing a nih."
10,"He that loveth his brother abideth in the light, and there is no occasion of stumbling in him.","Mâni unau hmangaitu chu vara chun a um zing a, amaa chun tlûkna hrim a um nawh."
11,"But he that hateth his brother is in the darkness, and walketh in the darkness, and knoweth not whither he goeth, because the darkness hath blinded his eyes.","Mâni unau theidatu ruok chu inthimah a um a, inthimah ân vâk bawk a nih; inthimin a mit a sukdel ta leiin a fena khawm a hriet ngai nawh."
12,"I write unto you, my little children, because your sins are forgiven you for his name’s sake.","Nauhai, ama hming leiin in suolhai ngaidam a ni tâk leiin in kuomah ka ziek a ni hi."
