verse_no,en,hmr
1,And they continued three years without war between Syria and Israel.,"Chun, kum thum sûng chu Suriahai le Israelhai chu indo loin an um a."
2,"And it came to pass in the third year, that Jehoshaphat the king of Judah came down to the king of Israel.","Chun, a kum thum kum chun Juda lal Jehosaphat chu Israel lal kuomah a zu feh a."
3,"And the king of Israel said unto his servants, Know ye that Ramoth-gilead is ours, and we are still, and take it not out of the hand of the king of Syria?","Israel lal chun a siehlawhai kuomah, “Ramoth-gilead khuo hi eini ta a nih ti hre zing sih a, iengtizieha Suria lal hi lâkpêk loa um am ei ni aw?” a ta. Chun, Jehosaphat kuoma chun, “Ramoth-gilead khuo hi mi hang thawpui ve nuom i tim chu?” a ta."
4,"And he said unto Jehoshaphat, Wilt thou go with me to battle to Ramoth-gilead? And Jehoshaphat said to the king of Israel, I am as thou art, my people as thy people, my horses as thy horses.","Chun, Jehosaphat chun Israel lal kuoma chun, “Kei le nang, i mihai le ka mihai chu pumkhat ei na, ka sakawrhai le i sakawrhai chu pum- khat an nih annâwm,” a ta."
5,"And Jehoshaphat said unto the king of Israel, Inquire first, I pray thee, for the word of Jehovah.","Chun, Jehosaphat chun Israel lal kuoma chun, “LALPA thu chu la ngai hri phawt la tie,” a ta."
6,"Then the king of Israel gathered the prophets together, about four hundred men, and said unto them, Shall I go against Ramoth-gilead to battle, or shall I forbear? And they said, Go up; for the Lord will deliver it into the hand of the king.","Chuongchun, Israel lal chun zâwlneihai mi za li lai a ko khâwm a, an kuomah, “Ramoth-gilead khuo hi thaw dingin ka hang inthawk ding am inthawk lo ding?” a ta. Anni chun, “Hang inthawk rawh, LALPAIN lal kuta hin a pêk ding a nih,” an ta."
7,"But Jehoshaphat said, Is there not here a prophet of Jehovah besides, that we may inquire of him?","Nisienlakhawm, Jehosaphat chun, “Hitaka hin LALPA zâwlnei dang tu amani bêk ka hang râwn ding hi an um naw am a ni aw?” a ta."
8,"And the king of Israel said unto Jehoshaphat, There is yet one man by whom we may inquire of Jehovah, Micaiah the son of Imlah: but I hate him; for he doth not prophesy good concerning me, but evil. And Jehoshaphat said, Let not the king say so.","Chun, Israel lal chun Jehosaphat kuoma chun, “LALPA mi râwnpêk ding Imla naupa Mikaia kha chu a la um kha maw, nisienlakhawm, ama hi chu ka theida zâwngtak a nih; ka chungchâng thu hi a se tieng ngawt naw chu a ṭha tieng a hril hrim hrim ngai nawh,” a ta. Chun, Jehosaphat chun, “Lal hin chuong ang chun chu ti naw raw se khai,” a ta."
9,"Then the king of Israel called an officer, and said, Fetch quickly Micaiah the son of Imlah.","Chuongchun, Israel lal chun hotu pakhat a hang ko a, “Imla naupa Mikaia kha hung ṭhuoi vak ta,” a ta."
10,"Now the king of Israel and Jehoshaphat the king of Judah were sitting each on his throne, arrayed in their robes, in an open place at the entrance of the gate of Samaria; and all the prophets were prophesying before them.","Chun, Israel lal le Juda lal Jehosaphat chu Samari khaw kul kawtkhâr lûtna bula hrizâwla chun an lal puona inthuomin an lalṭhung- pha ve vea chun an ṭhung a; chun, zâwlneihai po po chun an hmaa chun thu an hril a."
11,"And Zedekiah the son of Chenaanah made him horns of iron, and said, Thus saith Jehovah, With these shalt thou push the Syrians, until they be consumed.","Chun, Kenaan naupa Zedekia chun thîr kihai a siempêk a, “LALPA chun hieng ang hin a tih, ‘Hienghai hin Suria mihai chu chimit dêr khawpin sik i tih,’ tiin,” a ta."
12,"And all the prophets prophesied so, saying, Go up to Ramoth-gilead, and prosper; for Jehovah will deliver it into the hand of the king.","Chuong ang bawkin zâwlnei po pohai chun, “Ramoth-gileada chun hang fe la, hang hlawtling raw khai, LALPA chun lal kuta hin a pêk ding a nih,” tiin an hril a."
13,"And the messenger that went to call Micaiah spake unto him, saying, Behold now, the words of the prophets declare good unto the king with one mouth: let thy word, I pray thee, be like the word of one of them, and speak thou good.","Chun, Mikaia va ko dinga an tir chun a kuomah, “Ngai ta khai, zâwl- neihai hin thu inang vawngin a ṭha tiengin lal kuoma hin thu an hril seng a, an hril ta ang seng chun hang hril ve la, a ṭha tiengin hang hril ve rawh aw,” tiin a hril a."
14,"And Micaiah said, As Jehovah liveth, what Jehovah saith unto me, that will I speak.","Mikaia ruok chun, “LALPA hringna sâlin ka hril a nih, LALPAIN ka kuoma a hril chu a nih ka hang hril ding chu,” a ta."
15,"And when he was come to the king, the king said unto him, Micaiah, shall we go to Ramoth-gilead to battle, or shall we forbear? And he answered him, Go up and prosper; and Jehovah will deliver it into the hand of the king.","Chun, lal kuoma a hang tlung chun, lal chun a kuomah, “Mikaia, Ramoth-gilead khuo thaw dingin ka hang inthawk ding am a ni, hang inthawk lo ding?” a ta. Chun, ama chun a dawn a, “Hang inthawk la, hang hlawtling raw khai, LALPA chun lal kutah a pêk ding a nih,” a ta."
16,"And the king said unto him, How many times shall I adjure thee that thou speak unto me nothing but the truth in the name of Jehovah?","Chun, lal chun a kuomah, “Thu- tak ngawt naw chu LALPA hminga ka kuoma hril lo dingin vawi iengzât rau am ṭawng kân khâmtir ding che a ni leh?” a ta."
17,"And he said, I saw all Israel scattered upon the mountains, as sheep that have no shepherd: and Jehovah said, These have no master; let them return every man to his house in peace.","Chun, ama chun, “Israelhai po po vêngtu neilo berâm angin tlânga an indar vawng ka hmuh a, LALPA- IN, ‘Hienghai hin hotu an nei ta nawh a, mi tin mâni in tieng seng lung- muongtakin fe diel el ta raw hai se,’ a ti a nih,” a ta."
18,"And the king of Israel said to Jehoshaphat, Did I not tell thee that he would not prophesy good concerning me, but evil?","Chun, Israel lal chun Jeho- saphat kuomah, “Ka chungchâng thu hi a se tieng ngawt naw chu a ṭha tieng hrim hrim chu hril naw ni ti ka hril che a ni naw am a ni kha?” a ta."
19,"And Micaiah said, Therefore hear thou the word of Jehovah: I saw Jehovah sitting on his throne, and all the host of heaven standing by him on his right hand and on his left.","Chun, Mikaia chun, “Chuleiin, LALPA thu hi lo ngai ta u, LALPA chu a lalṭhungphaa ṭhung ka hmuh a, vâna mipuihai po po, a changtieng le vawitienga ngîrhai leh."
20,"And Jehovah said, Who shall entice Ahab, that he may go up and fall at Ramoth-gilead? And one said on this manner; and another said on that manner.","Chun, LALPAIN, ‘Ahab hi Ramoth-gilead khuoa hang feh a, râla thi dingin tuin am thlêm an ta?’ a ti a nih, pakhatin hieng hin a ta, mi dangin chuong chun a ta."
21,"And there came forth a spirit, and stood before Jehovah, and said, I will entice him.","Chuongchun, thlarau pakhat hi a hung suok a, LALPA hmaa chun a ngîr a, ‘Keiin thlêm ka tih,’ a ta."
22,"And Jehovah said unto him, Wherewith? And he said, I will go forth, and will be a lying spirit in the mouth of all his prophets. And he said, Thou shalt entice him, and shalt prevail also: go forth, and do so.","Chun, LALPAIN a kuomah, ‘Iengtin am ie?’ a ta. Chun, ama chun, ‘Va fêng ka ta, zâwlnei po pohai hmûra chun thlarau khêlinhlipah vân chang ka tih,’ a ta. Chun, ama chun, ‘Thlêm ngei i ta, hlaw khawm hlawtling ngei i tih, va fe la, chuong ang chun va thaw raw leh,’ a ta."
23,"Now therefore, behold, Jehovah hath put a lying spirit in the mouth of all these thy prophets; and Jehovah hath spoken evil concerning thee.","Chuongchun, ngai ta, LALPAIN hieng i zâwlneihai po po hmûra hin thlarau khêlinhlip a sieh a, i chungchâng thu hi a ṭha naw tiengin LALPAIN a hril tah a nih,” a ta."
